,Company,Model,Price,Year,Kilometer,Transmission,Location,Color,Owner,Seller Type,Max Torque,Drivetrain,Length,Width,Height,Seating Capacity,Fuel Tank Capacity,Base Model,Car Age,Age Segment,Price Segment,Engine CC,Max Power,Fuel_Diesel,Fuel_Hybrid,Fuel_LPG,Fuel_Petrol,Fuel_Petrol+CNG
799,Jeep,Compass Limited 2.0 Diesel [2017-2020],1240000,2017,57000,1,Mumbai,White,1.0,Individual,350.0,FWD,4395.0,1818.0,1640.0,5.0,60.0,Compass Limited,8,Mid-Age,Low to Mid Range,1956,171.0,1,0,0,0,0
800,Maruti Suzuki,Eeco 5 STR WITH A/C+HTR [2019-2020],328000,2018,26807,1,Mumbai,Black,2.0,Individual,101.0,RWD,3675.0,1475.0,1800.0,5.0,40.0,Eeco 5,7,Mid-Age,Low to Mid Range,1196,73.0,0,0,0,1,0
801,Hyundai,Elite i20 Sportz 1.2,625000,2018,23000,1,Delhi,Red,1.0,Individual,115.0,FWD,3985.0,1734.0,1505.0,5.0,40.0,Elite I20,7,Mid-Age,Low to Mid Range,1197,82.0,0,0,0,1,0
802,Maruti Suzuki,Swift VDi,409999,2015,112000,1,Gurgaon,White,1.0,Individual,190.0,FWD,3850.0,1695.0,1530.0,5.0,42.0,Swift Vdi,10,Mid-Age,Low to Mid Range,1248,74.0,1,0,0,0,0
803,Maruti Suzuki,Swift DZire ZXI,545000,2015,70000,1,Mohali,Silver,1.0,Individual,114.0,FWD,3995.0,1695.0,1555.0,5.0,42.0,Swift Dzire,10,Mid-Age,Low to Mid Range,1197,85.0,0,0,0,1,0
804,Volkswagen,Polo Trendline 1.0L (P),699000,2019,53929,1,Bangalore,Red,1.0,Individual,95.0,FWD,3971.0,1682.0,1469.0,5.0,45.0,Polo Trendline,6,New,Low to Mid Range,999,75.0,0,0,0,1,0
805,Maruti Suzuki,Celerio LXi,390000,2014,49580,1,Coimbatore,White,1.0,Individual,90.0,FWD,3600.0,1600.0,1560.0,5.0,35.0,Celerio Lxi,11,Mid-Age,Low to Mid Range,998,67.0,0,0,0,1,0
806,Toyota,Corolla Altis GL,680000,2014,85000,1,Kanpur,White,2.0,Individual,205.0,FWD,4620.0,1775.0,1475.0,5.0,50.0,Corolla Altis,11,Mid-Age,Low to Mid Range,1364,87.0,1,0,0,0,0
807,Maruti Suzuki,Ciaz ZDi SHVS,625000,2015,61000,1,Allahabad,White,1.0,Individual,200.0,FWD,4490.0,1730.0,1485.0,5.0,43.0,Ciaz Zdi,10,Mid-Age,Low to Mid Range,1248,89.0,1,0,0,0,0
808,Maruti Suzuki,Wagon R LXi LPG,235000,2012,35000,1,Varanasi,Green,2.0,Individual,85.0,FWD,3595.0,1475.0,1700.0,5.0,28.0,Wagon R,13,Old,Low to Mid Range,998,46.0,0,0,1,0,0
809,Mahindra,Scorpio S2,951000,2016,42000,1,Patna,White,1.0,Individual,200.0,RWD,4456.0,1820.0,1930.0,8.0,60.0,Scorpio S2,9,Mid-Age,Low to Mid Range,2523,75.0,1,0,0,0,0
810,Honda,City 1.5 V AT,550000,2011,69000,2,Bangalore,Black,2.0,Individual,146.0,FWD,4420.0,1695.0,1480.0,5.0,42.0,City 1.5,14,Old,Low to Mid Range,1497,118.0,0,0,0,1,0
811,Jeep,Compass Limited 1.4 Petrol AT [2017-2020],1350000,2017,70000,2,Chennai,Blue,1.0,Individual,250.0,FWD,4395.0,1818.0,1640.0,5.0,60.0,Compass Limited,8,Mid-Age,Low to Mid Range,1368,160.0,0,0,0,1,0
812,Hyundai,i10 Magna 1.2 Kappa2,325000,2013,15780,1,Thane,Red,1.0,Individual,112.7619,FWD,3585.0,1595.0,1550.0,5.0,35.0,I10 Magna,12,Old,Low to Mid Range,1197,79.0,0,0,0,1,0
813,Audi,Q7 35 TDI Premium + Sunroof,2600000,2015,46000,2,Delhi,Black,1.0,Individual,550.0,AWD,5089.0,1983.0,1737.0,7.0,100.0,Q7 35,10,Mid-Age,Low to Mid Range,2967,241.0,1,0,0,0,0
814,Maruti Suzuki,Ciaz ZXI+,640000,2016,50800,1,Lucknow,White,1.0,Individual,130.0,FWD,4490.0,1730.0,1485.0,5.0,43.0,Ciaz Zxi+,9,Mid-Age,Low to Mid Range,1373,91.0,0,0,0,1,0
815,Toyota,Corolla Altis 1.8 VL AT,450000,2011,95000,2,Mumbai,White,1.0,Individual,170.0,FWD,4540.0,1760.0,1480.0,5.0,55.0,Corolla Altis,14,Old,Low to Mid Range,1794,132.0,0,0,0,1,0
816,BMW,5-Series 520d Sedan,750000,2010,112000,2,Pune,Blue,2.0,Individual,350.0,RWD,4841.0,1846.0,1468.0,5.0,70.0,5-Series 520D,15,Old,Low to Mid Range,1995,177.0,1,0,0,0,0
817,Audi,A6 Technology 45 TFSI,5300000,2020,36000,2,Chennai,Grey,1.0,Individual,370.0,FWD,4939.0,1886.0,1457.0,5.0,73.0,A6 Technology,5,New,High Range,1984,241.0,0,0,0,1,0
818,Volvo,XC60 Inscription [2017-2020],5800000,2019,3500,2,Ludhiana,White,1.0,Individual,480.0,AWD,4688.0,1902.0,1658.0,5.0,71.0,Xc60 Inscription,6,New,High Range,1969,235.0,1,0,0,0,0
819,Maruti Suzuki,Vitara Brezza ZDi,801000,2018,30000,1,Patna,Silver,1.0,Individual,200.0,FWD,3995.0,1790.0,1640.0,5.0,48.0,Vitara Brezza,7,Mid-Age,Low to Mid Range,1248,89.0,1,0,0,0,0
820,Mahindra,Scorpio S6 Plus 1.99 [2016-2017],1090000,2017,19000,1,Delhi,White,1.0,Individual,280.0,RWD,4456.0,1820.0,1995.0,8.0,60.0,Scorpio S6,8,Mid-Age,Low to Mid Range,1997,120.0,1,0,0,0,0
821,Maruti Suzuki,Alto VXi,245000,2014,31100,1,Jamshedpur,Maroon,2.0,Individual,90.0,FWD,3620.0,1475.0,1460.0,5.0,35.0,Alto Vxi,11,Mid-Age,Low to Mid Range,998,67.0,0,0,0,1,0
822,Honda,Amaze 1.2 S i-VTEC,475000,2014,65000,1,Coimbatore,Silver,2.0,Individual,109.0,FWD,3990.0,1680.0,1505.0,5.0,35.0,Amaze 1.2,11,Mid-Age,Low to Mid Range,1198,87.0,0,0,0,1,0
823,Toyota,Fortuner 2.8 4x4 AT [2016-2020],2800000,2017,49000,2,Delhi,White,2.0,Individual,450.0,AWD,4795.0,1855.0,1835.0,7.0,80.0,Fortuner 2.8,8,Mid-Age,Low to Mid Range,2755,174.0,1,0,0,0,0
824,Audi,A3 35 TDI Premium,2950000,2020,11000,2,Pune,White,1.0,Individual,320.0,FWD,4456.0,1796.0,1416.0,5.0,50.0,A3 35,5,New,Low to Mid Range,1968,141.0,1,0,0,0,0
825,Hyundai,Grand i10 Magna 1.2 Kappa VTVT [2013-2016],545000,2019,28000,1,Kharar,White,1.0,Individual,114.0,FWD,3765.0,1660.0,1520.0,5.0,43.0,Grand I10,6,New,Low to Mid Range,1197,81.0,0,0,0,1,0
826,Ford,Endeavour Titanium 2.0 4x2 AT,3975000,2021,9400,2,Delhi,Black,1.0,Individual,420.0,RWD,4903.0,1869.0,1837.0,7.0,80.0,Endeavour Titanium,4,New,Low to Mid Range,1996,168.0,1,0,0,0,0
827,Mercedes-Benz,GLC 220 d Progressive,4200000,2017,77000,2,Pune,White,1.0,Individual,400.0,AWD,4656.0,1890.0,1639.0,5.0,66.0,Glc 220,8,Mid-Age,Low to Mid Range,2143,168.0,1,0,0,0,0
828,Hyundai,Xcent SX CRDi,434999,2017,27000,1,Kolkata,White,2.0,Individual,190.0,FWD,3995.0,1660.0,1520.0,5.0,43.0,Xcent Sx,8,Mid-Age,Low to Mid Range,1186,74.0,1,0,0,0,0
829,Renault,Kwid RXT [2015-2019],315000,2017,15507,1,Pune,Bronze,1.0,Individual,72.0,FWD,3679.0,1579.0,1478.0,5.0,28.0,Kwid Rxt,8,Mid-Age,Low to Mid Range,799,53.0,0,0,0,1,0
830,Ssangyong,Rexton RX6,900000,2016,70000,1,Mirzapur,Black,2.0,Individual,340.0,AWD,4755.0,1900.0,1785.0,7.0,78.0,Rexton Rx6,9,Mid-Age,Low to Mid Range,2696,162.0,1,0,0,0,0
831,Honda,City VX,550000,2015,44000,1,Kolkata,Grey,1.0,Individual,145.0,FWD,4440.0,1695.0,1495.0,5.0,40.0,City Vx,10,Mid-Age,Low to Mid Range,1497,117.0,0,0,0,1,0
832,BMW,X3 xDrive-20d xLine,4400000,2018,70000,2,Mumbai,White,1.0,Individual,400.0,AWD,4657.0,1881.0,1678.0,5.0,67.0,X3 Xdrive-20D,7,Mid-Age,Low to Mid Range,1995,190.0,1,0,0,0,0
833,Toyota,Fortuner 3.0 4x2 AT,1600000,2015,145000,2,Mohali,Gold,2.0,Individual,360.0,RWD,4705.0,1840.0,1850.0,7.0,80.0,Fortuner 3.0,10,Mid-Age,Low to Mid Range,2982,169.0,1,0,0,0,0
834,Datsun,Redigo T(O) 1.0 [2017-2019],198000,2017,24000,1,Faridabad,Red,1.0,Individual,91.0,FWD,3429.0,1560.0,1541.0,5.0,28.0,Redigo T(O),8,Mid-Age,Low to Mid Range,999,67.0,0,0,0,1,0
835,Hyundai,i10 Magna 1.1 LPG,225000,2014,47721,1,Patna,Red,1.0,Individual,99.08,FWD,3585.0,1595.0,1550.0,5.0,35.0,I10 Magna,11,Mid-Age,Low to Mid Range,1086,68.0,0,0,1,0,0
836,Renault,Kwid RXT [2015-2019],315000,2017,15507,1,Thane,Bronze,1.0,Individual,72.0,FWD,3679.0,1579.0,1478.0,5.0,28.0,Kwid Rxt,8,Mid-Age,Low to Mid Range,799,53.0,0,0,0,1,0
837,Honda,City V,775000,2018,39000,1,Noida,Maroon,2.0,Individual,145.0,FWD,4440.0,1695.0,1495.0,5.0,40.0,City V,7,Mid-Age,Low to Mid Range,1497,117.0,0,0,0,1,0
838,Maruti Suzuki,DZire VXi AMT,625000,2017,58000,2,Chennai,Silver,1.0,Individual,113.0,FWD,3995.0,1735.0,1515.0,5.0,37.0,Dzire Vxi,8,Mid-Age,Low to Mid Range,1197,82.0,0,0,0,1,0
839,Hyundai,Creta SX Plus 1.6 CRDI Dual Tone,775000,2015,82000,1,Raipur,Red,2.0,Individual,265.0,FWD,4270.0,1780.0,1630.0,5.0,60.0,Creta Sx,10,Mid-Age,Low to Mid Range,1582,126.0,1,0,0,0,0
840,Toyota,Innova 2.4 G 7 STR [2016-2017],1549000,2018,95315,1,Karnal,Brown,2.0,Individual,343.0,RWD,4735.0,1830.0,1795.0,7.0,55.0,Innova 2.4,7,Mid-Age,Low to Mid Range,2393,148.0,1,0,0,0,0
841,BMW,3-Series 320d Prestige,1679000,2016,46000,2,Delhi,Blue,2.0,Individual,400.0,RWD,4633.0,1811.0,1429.0,5.0,57.0,3-Series 320D,9,Mid-Age,Low to Mid Range,1995,188.0,1,0,0,0,0
842,Maruti Suzuki,Swift ZXi AMT [2018-2019],725000,2019,11874,2,Mumbai,White,1.0,Individual,113.0,FWD,3840.0,1735.0,1530.0,5.0,37.0,Swift Zxi,6,New,Low to Mid Range,1197,82.0,0,0,0,1,0
843,Hyundai,Verna Fluidic 1.6 CRDi SX,540000,2014,86000,1,Lucknow,Silver,1.0,Individual,260.0,FWD,4370.0,1700.0,1475.0,5.0,43.0,Verna Fluidic,11,Mid-Age,Low to Mid Range,1582,126.0,1,0,0,0,0
844,Volkswagen,Polo Highline1.2L (D),350000,2014,111000,1,Ambala Cantt,Blue,2.0,Individual,180.0,FWD,3970.0,1682.0,1453.0,5.0,45.0,Polo Highline1.2L,11,Mid-Age,Low to Mid Range,1199,74.0,1,0,0,0,0
845,Volvo,V40 D3 R-Design,1689999,2015,50000,2,Coimbatore,White,2.0,Individual,350.0,FWD,4370.0,1783.0,1458.0,5.0,60.0,V40 D3,10,Mid-Age,Low to Mid Range,1984,150.0,1,0,0,0,0
846,Nissan,Magnite XL,625000,2021,28000,1,Zirakpur,White,1.0,Corporate,96.0,FWD,3994.0,1758.0,1572.0,5.0,40.0,Magnite Xl,4,New,Low to Mid Range,999,71.0,0,0,0,1,0
847,Maruti Suzuki,Celerio ZXi [2019-2020],475000,2019,25000,1,Muzaffurpur,Grey,1.0,Individual,90.0,FWD,3695.0,1600.0,1560.0,5.0,35.0,Celerio Zxi,6,New,Low to Mid Range,998,67.0,0,0,0,1,0
848,Kia,Seltos HTK Plus 1.5 Diesel,1650000,2021,12000,1,Raipur,White,1.0,Individual,250.0,FWD,4315.0,1800.0,1637.0,5.0,50.0,Seltos Htk,4,New,Low to Mid Range,1493,113.0,1,0,0,0,0
849,Hyundai,Santro Era,409999,2019,32000,1,Zirakpur,Silver,1.0,Individual,99.0,FWD,3610.0,1645.0,1560.0,5.0,35.0,Santro Era,6,New,Low to Mid Range,1086,68.0,0,0,0,1,0
850,Land Rover,Range Rover Sport SDV6 S,5900000,2014,70000,2,Mumbai,Grey,1.0,Corporate,600.0,AWD,4879.0,2073.0,1780.0,5.0,77.0,Range Rover,11,Mid-Age,High Range,2993,289.0,1,0,0,0,0
851,Toyota,Innova 2.4 VX 7 STR [2016-2020],2100000,2017,112000,1,Hyderabad,Bronze,1.0,Individual,343.0,RWD,4735.0,1830.0,1795.0,7.0,55.0,Innova 2.4,8,Mid-Age,Low to Mid Range,2393,148.0,1,0,0,0,0
852,BMW,5-Series 520d Luxury Line [2017-2019],2750000,2017,51800,2,Navi Mumbai,Black,2.0,Individual,400.0,RWD,4936.0,1868.0,1479.0,5.0,65.0,5-Series 520D,8,Mid-Age,Low to Mid Range,1995,188.0,1,0,0,0,0
853,Maruti Suzuki,Ignis Zeta 1.2 AMT,545000,2017,22000,2,Delhi,Blue,1.0,Individual,113.0,FWD,3700.0,1690.0,1595.0,5.0,32.0,Ignis Zeta,8,Mid-Age,Low to Mid Range,1197,82.0,0,0,0,1,0
854,Tata,Safari 2.2 VX 4x2,740000,2015,155000,1,Hyderabad,Black,1.0,Individual,320.0,RWD,4655.0,1965.0,1922.0,7.0,55.0,Safari 2.2,10,Mid-Age,Low to Mid Range,2179,138.0,1,0,0,0,0
855,Mercedes-Benz,E-Class E 200,2400000,2016,60000,2,Nashik,Black,2.0,Individual,300.0,RWD,4879.0,1854.0,1474.0,5.0,80.0,E-Class E,9,Mid-Age,Low to Mid Range,1991,184.0,0,0,0,1,0
856,BMW,5-Series 520d Luxury Line [2017-2019],4500000,2018,23000,2,Pune,Grey,1.0,Individual,400.0,RWD,4936.0,1868.0,1479.0,5.0,65.0,5-Series 520D,7,Mid-Age,Low to Mid Range,1995,188.0,1,0,0,0,0
857,Maruti Suzuki,Swift VXi,465000,2014,75000,1,Mohali,White,1.0,Individual,114.0,FWD,3850.0,1695.0,1530.0,5.0,42.0,Swift Vxi,11,Mid-Age,Low to Mid Range,1197,85.0,0,0,0,1,0
858,Fiat,Punto Active 1.3,375000,2014,71000,1,Hyderabad,Maroon,1.0,Individual,197.0,FWD,3987.0,1687.0,1495.0,5.0,45.0,Punto Active,11,Mid-Age,Low to Mid Range,1248,75.0,1,0,0,0,0
859,Audi,Q3 30 TDI Premium FWD,2900000,2017,64000,2,Chennai,White,1.0,Individual,340.0,FWD,4385.0,1831.0,1608.0,5.0,64.0,Q3 30,8,Mid-Age,Low to Mid Range,1968,150.0,1,0,0,0,0
860,Honda,WR-V VX MT Petrol,795000,2018,45326,1,Mumbai,White,1.0,Individual,110.0,FWD,3999.0,1734.0,1601.0,5.0,40.0,Wr-V Vx,7,Mid-Age,Low to Mid Range,1199,89.0,0,0,0,1,0
861,Mercedes-Benz,C-Class C 300d AMG line,5250000,2020,28079,2,Mumbai,Blue,1.0,Individual,500.0,RWD,4686.0,1810.0,1442.0,5.0,66.0,C-Class C,5,New,High Range,1950,241.0,1,0,0,0,0
862,Audi,A3 35 TDI Premium,2900000,2019,15529,2,Mumbai,White,1.0,Individual,320.0,FWD,4456.0,1796.0,1416.0,5.0,50.0,A3 35,6,New,Low to Mid Range,1968,141.0,1,0,0,0,0
863,Mercedes-Benz,GLA 200 Sport,2250000,2015,43200,2,Pune,Silver,1.0,Corporate,300.0,FWD,4424.0,1804.0,1494.0,5.0,50.0,Gla 200,10,Mid-Age,Low to Mid Range,1991,181.0,0,0,0,1,0
864,Honda,City VX CVT Petrol [2017-2019],1050000,2017,29386,2,Bangalore,Silver,2.0,Individual,145.0,FWD,4440.0,1695.0,1495.0,5.0,40.0,City Vx,8,Mid-Age,Low to Mid Range,1497,117.0,0,0,0,1,0
865,Hyundai,Grand i10 Asta 1.2 Kappa VTVT [2013-2016],765000,2021,18105,1,Bangalore,Silver,1.0,Individual,114.0,FWD,3765.0,1660.0,1520.0,5.0,43.0,Grand I10,4,New,Low to Mid Range,1197,81.0,0,0,0,1,0
866,Maruti Suzuki,S-Cross Sigma 1.3,675000,2017,125372,1,Coimbatore,Brown,1.0,Individual,200.0,FWD,4300.0,1765.0,1590.0,5.0,48.0,S-Cross Sigma,8,Mid-Age,Low to Mid Range,1248,89.0,1,0,0,0,0
867,Audi,A6 35 TDI Matrix,2400000,2015,100000,2,Jaipur,Blue,1.0,Individual,400.0,FWD,4933.0,1874.0,1455.0,5.0,75.0,A6 35,10,Mid-Age,Low to Mid Range,1968,190.0,1,0,0,0,0
868,Maruti Suzuki,Eeco 7 STR [2019-2020],509999,2019,40000,1,Thane,Silver,1.0,Individual,101.0,RWD,3675.0,1475.0,1800.0,7.0,40.0,Eeco 7,6,New,Low to Mid Range,1196,73.0,0,0,0,1,0
869,Mahindra,XUV700 AX 7 Diesel AT AWD Luxury Pack 7 STR,2750000,2022,31000,2,Jaipur,Black,1.0,Individual,450.0,AWD,4695.0,1890.0,1755.0,7.0,60.0,Xuv700 Ax,3,New,Low to Mid Range,2184,182.0,1,0,0,0,0
870,Audi,A7 Sportback 3.0 TDI quattro,2600000,2012,42000,2,Lucknow,White,1.0,Individual,500.0,AWD,4969.0,2139.0,1420.0,5.0,65.0,A7 Sportback,13,Old,Low to Mid Range,2967,241.0,1,0,0,0,0
871,Honda,City 1.5 V AT,495000,2012,65001,2,Pune,Red,1.0,Individual,146.0,FWD,4440.0,1695.0,1485.0,5.0,42.0,City 1.5,13,Old,Low to Mid Range,1497,116.0,0,0,0,1,0
872,Audi,Q7 35 TDI Premium + Sunroof,2400000,2014,42533,2,Mumbai,Blue,1.0,Individual,550.0,AWD,5089.0,1983.0,1737.0,7.0,100.0,Q7 35,11,Mid-Age,Low to Mid Range,2967,241.0,1,0,0,0,0
873,Hyundai,Grand i10 Magna 1.2 Kappa VTVT [2013-2016],495000,2018,45000,1,Mumbai,White,1.0,Individual,114.0,FWD,3765.0,1660.0,1520.0,5.0,43.0,Grand I10,7,Mid-Age,Low to Mid Range,1197,81.0,0,0,0,1,0
874,Land Rover,Discovery Sport HSE 7-Seater,4200000,2018,36000,2,Raipur,White,2.0,Individual,400.0,AWD,4600.0,2069.0,1724.0,7.0,65.0,Discovery Sport,7,Mid-Age,Low to Mid Range,2179,148.0,1,0,0,0,0
875,Toyota,Fortuner 2.8 4x2 AT [2016-2020],2550000,2017,44000,2,Delhi,Black,2.0,Individual,450.0,RWD,4795.0,1855.0,1835.0,7.0,80.0,Fortuner 2.8,8,Mid-Age,Low to Mid Range,2755,174.0,1,0,0,0,0
876,Maruti Suzuki,Swift DZire LDI,480000,2016,85000,1,Lucknow,White,1.0,Individual,190.0,FWD,3995.0,1695.0,1555.0,5.0,42.0,Swift Dzire,9,Mid-Age,Low to Mid Range,1248,74.0,1,0,0,0,0
877,Hyundai,Creta 1.6 SX (O),1750000,2021,17000,1,Kanpur,Black,1.0,Individual,265.0,FWD,4270.0,1780.0,1630.0,5.0,60.0,Creta 1.6,4,New,Low to Mid Range,1582,126.0,1,0,0,0,0
878,Maruti Suzuki,Ertiga ZDI + SHVS,850000,2019,72000,1,Lucknow,Silver,1.0,Individual,200.0,FWD,4296.0,1695.0,1685.0,7.0,45.0,Ertiga Zdi,6,New,Low to Mid Range,1248,89.0,1,0,0,0,0
879,Hyundai,Santro Sportz AMT [2018-2020],434999,2019,34400,2,Ranchi,Silver,1.0,Individual,99.0,FWD,3610.0,1645.0,1560.0,5.0,35.0,Santro Sportz,6,New,Low to Mid Range,1086,68.0,0,0,0,1,0
880,Hyundai,Venue SX (O) 1.0 Turbo iMT,1070000,2021,8800,1,Delhi,White,1.0,Individual,172.0,FWD,3995.0,1770.0,1605.0,5.0,45.0,Venue Sx,4,New,Low to Mid Range,998,118.0,0,0,0,1,0
881,Honda,City ZX CVT Petrol,1530000,2022,2000,2,Delhi,Grey,1.0,Individual,145.0,FWD,4549.0,1748.0,1489.0,5.0,40.0,City Zx,3,New,Low to Mid Range,1498,119.0,0,0,0,1,0
882,Hyundai,Creta SX 1.5 Diesel [2020-2022],1598000,2020,19700,1,Mumbai,Maroon,1.0,Individual,250.0,FWD,4300.0,1790.0,1635.0,5.0,50.0,Creta Sx,5,New,Low to Mid Range,1493,113.0,1,0,0,0,0
883,Hyundai,Verna 1.6 VTVT SX,645000,2016,45000,1,Delhi,White,1.0,Individual,158.0,FWD,4375.0,1700.0,1475.0,5.0,43.0,Verna 1.6,9,Mid-Age,Low to Mid Range,1591,121.0,0,0,0,1,0
884,Maruti Suzuki,Swift DZire ZDI AMT,650000,2017,76000,2,Navi Mumbai,Silver,1.0,Individual,190.0,FWD,3995.0,1695.0,1555.0,5.0,42.0,Swift Dzire,8,Mid-Age,Low to Mid Range,1248,74.0,1,0,0,0,0
885,Volkswagen,Vento Highline Diesel,545000,2013,110000,1,Bangalore,Silver,1.0,Individual,250.0,FWD,4384.0,1699.0,1466.0,5.0,55.0,Vento Highline,12,Old,Low to Mid Range,1598,103.0,1,0,0,0,0
886,Honda,City V Petrol,1095000,2022,2700,1,Delhi,Silver,1.0,Individual,145.0,FWD,4440.0,1695.0,1495.0,5.0,40.0,City V,3,New,Low to Mid Range,1497,118.0,0,0,0,1,0
887,Toyota,Innova 2.8 ZX AT 7 STR [2016-2020],1975000,2018,75000,2,Ahmedabad,Grey,1.0,Individual,360.0,RWD,4735.0,1830.0,1795.0,7.0,55.0,Innova 2.8,7,Mid-Age,Low to Mid Range,2755,172.0,1,0,0,0,0
888,Rolls-Royce,Ghost 6.5,18000000,2011,60000,2,Mumbai,Maroon,2.0,Corporate,780.0,RWD,5399.0,1948.0,1550.0,5.0,82.5,Ghost 6.5,14,Old,Luxury,6592,570.0,0,0,0,1,0
889,Audi,Q3 35 TDI Technology with Navigation,1839000,2017,110000,2,Mumbai,Blue,1.0,Individual,380.0,AWD,4385.0,1831.0,1608.0,5.0,64.0,Q3 35,8,Mid-Age,Low to Mid Range,1968,174.0,1,0,0,0,0
890,Skoda,Superb L&K TSI AT,1500000,2016,70000,2,Raipur,White,2.0,Individual,250.0,FWD,4861.0,1864.0,1483.0,5.0,66.0,Superb L&K,9,Mid-Age,Low to Mid Range,1798,177.0,0,0,0,1,0
891,Audi,Q3 35 TDI quattro Premium Plus,2100000,2017,42000,2,Gurgaon,Silver,1.0,Individual,380.0,AWD,4385.0,1831.0,1608.0,5.0,64.0,Q3 35,8,Mid-Age,Low to Mid Range,1968,184.0,1,0,0,0,0
892,Volkswagen,Polo Comfortline 1.5L (D),345000,2015,70000,1,Faridabad,Red,1.0,Individual,230.0,FWD,3971.0,1682.0,1469.0,5.0,45.0,Polo Comfortline,10,Mid-Age,Low to Mid Range,1498,89.0,1,0,0,0,0
893,Honda,City V,850000,2018,52890,1,Gurgaon,Silver,1.0,Individual,145.0,FWD,4440.0,1695.0,1495.0,5.0,40.0,City V,7,Mid-Age,Low to Mid Range,1497,117.0,0,0,0,1,0
894,Hyundai,Creta SX 1.6 AT CRDi,1425000,2018,72870,2,Mumbai,White,1.0,Corporate,260.0,FWD,4270.0,1780.0,1665.0,5.0,55.0,Creta Sx,7,Mid-Age,Low to Mid Range,1582,126.0,1,0,0,0,0
895,Hyundai,Elite i20 Asta 1.2,675000,2017,48591,1,Hyderabad,White,1.0,Individual,115.0,FWD,3985.0,1734.0,1505.0,5.0,45.0,Elite I20,8,Mid-Age,Low to Mid Range,1197,82.0,0,0,0,1,0
896,Mahindra,XUV300 1.5 W6 [2019-2020],925000,2019,60888,1,Jalandhar,Silver,1.0,Individual,300.0,FWD,3995.0,1821.0,1627.0,5.0,42.0,Xuv300 1.5,6,New,Low to Mid Range,1497,115.0,1,0,0,0,0
897,Hyundai,Eon Era +,210000,2014,48000,1,Lucknow,Red,1.0,Individual,75.0,FWD,3495.0,1550.0,1500.0,5.0,32.0,Eon Era,11,Mid-Age,Low to Mid Range,814,55.0,0,0,0,1,0
898,Tata,Nexon XM,760000,2018,20251,1,Pune,Grey,1.0,Individual,170.0,FWD,3994.0,1811.0,1607.0,5.0,44.0,Nexon Xm,7,Mid-Age,Low to Mid Range,1198,108.0,0,0,0,1,0
899,Hyundai,Verna 1.6 CRDI SX,640000,2015,49000,1,Mumbai,White,1.0,Individual,260.0,FWD,4375.0,1700.0,1475.0,5.0,43.0,Verna 1.6,10,Mid-Age,Low to Mid Range,1582,126.0,1,0,0,0,0
900,Maruti Suzuki,Swift VXi,340000,2013,66000,1,Meerut,White,1.0,Individual,114.0,FWD,3850.0,1695.0,1530.0,5.0,42.0,Swift Vxi,12,Old,Low to Mid Range,1197,85.0,0,0,0,1,0
901,Land Rover,Discovery Sport SE R-Dynamic,5995000,2020,54200,2,Indore,White,1.0,Individual,430.0,AWD,4600.0,2069.0,1724.0,7.0,70.0,Discovery Sport,5,New,High Range,1999,177.0,1,0,0,0,0
902,Honda,City S Petrol,695000,2017,51292,1,Thane,White,1.0,Individual,145.0,FWD,4440.0,1695.0,1495.0,5.0,40.0,City S,8,Mid-Age,Low to Mid Range,1497,117.0,0,0,0,1,0
903,Ford,Figo Trend 1.5L TDCi [2015-2016],465000,2015,89000,1,Jaipur,Orange,2.0,Individual,215.0,FWD,3886.0,1695.0,1525.0,5.0,40.0,Figo Trend,10,Mid-Age,Low to Mid Range,1498,99.0,1,0,0,0,0
904,Toyota,Glanza V,735000,2019,55000,1,Jaipur,Silver,1.0,Individual,113.0,FWD,3995.0,1745.0,1510.0,5.0,37.0,Glanza V,6,New,Low to Mid Range,1197,82.0,0,0,0,1,0
905,Hyundai,Alcazar Prestige 7 STR 1.5 Diesel,1848999,2021,20000,1,Karnal,White,1.0,Individual,250.0,FWD,4500.0,1790.0,1675.0,7.0,50.0,Alcazar Prestige,4,New,Low to Mid Range,1493,113.0,1,0,0,0,0
906,Honda,City V,685000,2016,68500,1,Ahmedabad,Bronze,1.0,Individual,145.0,FWD,4440.0,1695.0,1495.0,5.0,40.0,City V,9,Mid-Age,Low to Mid Range,1497,117.0,0,0,0,1,0
907,Hyundai,Santa Fe 2WD AT [2014-2017],875000,2014,99000,2,Delhi,White,1.0,Corporate,437.0,AWD,4690.0,1880.0,1690.0,7.0,64.0,Santa Fe,11,Mid-Age,Low to Mid Range,2199,194.0,1,0,0,0,0
908,Toyota,Innova 2.8 ZX AT 7 STR [2016-2020],2039999,2018,110000,2,Delhi,Bronze,1.0,Corporate,360.0,RWD,4735.0,1830.0,1795.0,7.0,55.0,Innova 2.8,7,Mid-Age,Low to Mid Range,2755,172.0,1,0,0,0,0
909,Toyota,Glanza G,700000,2019,19244,1,Zirakpur,Red,1.0,Individual,113.0,FWD,3995.0,1745.0,1510.0,5.0,37.0,Glanza G,6,New,Low to Mid Range,1197,82.0,0,0,0,1,0
910,Maruti Suzuki,Wagon R VXi 1.2,550000,2020,19000,1,Varanasi,Blue,1.0,Individual,113.0,FWD,3655.0,1620.0,1675.0,5.0,32.0,Wagon R,5,New,Low to Mid Range,1197,82.0,0,0,0,1,0
